Season,Week,GameStatus,GameSlot,GameDate,AwayTeam,AwayScore,HomeTeam,HomeScore
2019,HALL OF FAME,FINAL,Thursday,August 1st,DEN,14.0,ATL,10.0
2019,PRESEASON WEEK 1,FINAL,Thursday,August 8th,IND,16.0,BUF,24.0
2019,PRESEASON WEEK 1,FINAL,Thursday,August 8th,NYJ,22.0,NYG,31.0
2019,PRESEASON WEEK 1,FINAL,Thursday,August 8th,JAC,0.0,BAL,29.0
2019,PRESEASON WEEK 1,FINAL,Thursday,August 8th,WAS,10.0,CLE,30.0
2019,PRESEASON WEEK 1,FINAL,Thursday,August 8th,NE,31.0,DET,3.0
2019,PRESEASON WEEK 1,FINAL,Thursday,August 8th,ATL,27.0,MIA,34.0
2019,PRESEASON WEEK 1,FINAL,Thursday,August 8th,TEN,27.0,PHI,10.0
2019,PRESEASON WEEK 1,FINAL,Thursday,August 8th,CAR,23.0,CHI,13.0
2019,PRESEASON WEEK 1,FINAL,Thursday,August 8th,HOU,26.0,GB,28.0
2019,PRESEASON WEEK 1,FINAL,Thursday,August 8th,LAC,13.0,ARI,17.0
2019,PRESEASON WEEK 1,FINAL,Thursday,August 8th,DEN,14.0,SEA,22.0
2019,PRESEASON WEEK 1,FINAL,Friday,August 9th,TB,28.0,PIT,30.0
2019,PRESEASON WEEK 1,FINAL,Friday,August 9th,MIN,34.0,NO,25.0
2019,PRESEASON WEEK 1,FINAL,Saturday,August 10th,CIN,17.0,KC,38.0
2019,PRESEASON WEEK 1,FINAL,Saturday,August 10th,LAR,3.0,OAK,14.0
2019,PRESEASON WEEK 1,FINAL,Saturday,August 10th,DAL,9.0,SF,17.0
2019,PRESEASON WEEK 2,FINAL,Thursday,August 15th,PHI,24.0,JAC,10.0
2019,PRESEASON WEEK 2,FINAL,Thursday,August 15th,NYJ,22.0,ATL,10.0
2019,PRESEASON WEEK 2,FINAL,Thursday,August 15th,GB,13.0,BAL,26.0
2019,PRESEASON WEEK 2,FINAL,Thursday,August 15th,CIN,23.0,WAS,13.0
2019,PRESEASON WEEK 2,FINAL,Thursday,August 15th,OAK,33.0,ARI,26.0
2019,PRESEASON WEEK 2,FINAL,Friday,August 16th,BUF,27.0,CAR,14.0
2019,PRESEASON WEEK 2,FINAL,Friday,August 16th,CHI,13.0,NYG,32.0
2019,PRESEASON WEEK 2,FINAL,Friday,August 16th,MIA,14.0,TB,16.0
2019,PRESEASON WEEK 2,FINAL,Saturday,August 17th,CLE,21.0,IND,18.0
2019,PRESEASON WEEK 2,FINAL,Saturday,August 17th,NE,22.0,TEN,17.0
2019,PRESEASON WEEK 2,FINAL,Saturday,August 17th,KC,7.0,PIT,17.0
2019,PRESEASON WEEK 2,FINAL,Saturday,August 17th,DET,23.0,HOU,30.0
2019,PRESEASON WEEK 2,FINAL,Saturday,August 17th,DAL,14.0,LAR,10.0
2019,PRESEASON WEEK 2,FINAL,Sunday,August 18th,NO,19.0,LAC,17.0
2019,PRESEASON WEEK 2,FINAL,Sunday,August 18th,SEA,19.0,MIN,25.0
2019,PRESEASON WEEK 2,FINAL,Monday,August 19th,SF,24.0,DEN,15.0
