Season,Week,GameStatus,GameSlot,GameDate,AwayTeam,AwayScore,HomeTeam,HomeScore
2011,PRESEASON WEEK 1,FINAL,Thursday,August 11th,BAL,6.0,PHI,13.0
2011,PRESEASON WEEK 1,FINAL,Thursday,August 11th,JAC,12.0,NE,47.0
2011,PRESEASON WEEK 1,FINAL,Thursday,August 11th,SEA,24.0,SD,17.0
2011,PRESEASON WEEK 1,FINAL,Thursday,August 11th,DEN,23.0,DAL,24.0
2011,PRESEASON WEEK 1,FINAL,Thursday,August 11th,ARI,24.0,OAK,18.0
2011,PRESEASON WEEK 1,FINAL,Friday,August 12th,CIN,3.0,DET,34.0
2011,PRESEASON WEEK 1,FINAL,Friday,August 12th,MIA,28.0,ATL,23.0
2011,PRESEASON WEEK 1,FINAL,Friday,August 12th,PIT,7.0,WAS,16.0
2011,PRESEASON WEEK 1,FINAL,Friday,August 12th,SF,3.0,NO,24.0
2011,PRESEASON WEEK 1,FINAL,Friday,August 12th,TB,25.0,KC,0.0
2011,PRESEASON WEEK 1,FINAL,Saturday,August 13th,GB,17.0,CLE,27.0
2011,PRESEASON WEEK 1,FINAL,Saturday,August 13th,BUF,3.0,CHI,10.0
2011,PRESEASON WEEK 1,FINAL,Saturday,August 13th,IND,10.0,STL,33.0
2011,PRESEASON WEEK 1,FINAL,Saturday,August 13th,MIN,3.0,TEN,14.0
2011,PRESEASON WEEK 1,FINAL,Saturday,August 13th,NYG,10.0,CAR,20.0
2011,PRESEASON WEEK 1,FINAL,Monday,August 15th,NYJ,16.0,HOU,20.0
2011,PRESEASON WEEK 2,FINAL,Thursday,August 18th,NE,31.0,TB,14.0
2011,PRESEASON WEEK 2,FINAL,Thursday,August 18th,PHI,14.0,PIT,24.0
2011,PRESEASON WEEK 2,FINAL,Friday,August 19th,WAS,16.0,IND,3.0
2011,PRESEASON WEEK 2,FINAL,Friday,August 19th,CAR,10.0,MIA,20.0
2011,PRESEASON WEEK 2,FINAL,Friday,August 19th,DET,30.0,CLE,28.0
2011,PRESEASON WEEK 2,FINAL,Friday,August 19th,KC,13.0,BAL,31.0
2011,PRESEASON WEEK 2,FINAL,Friday,August 19th,ARI,20.0,GB,28.0
2011,PRESEASON WEEK 2,FINAL,Friday,August 19th,ATL,13.0,JAC,15.0
2011,PRESEASON WEEK 2,FINAL,Saturday,August 20th,NO,14.0,HOU,27.0
2011,PRESEASON WEEK 2,FINAL,Saturday,August 20th,OAK,3.0,SF,17.0
2011,PRESEASON WEEK 2,FINAL,Saturday,August 20th,TEN,16.0,STL,17.0
2011,PRESEASON WEEK 2,FINAL,Saturday,August 20th,BUF,10.0,DEN,24.0
2011,PRESEASON WEEK 2,FINAL,Saturday,August 20th,MIN,20.0,SEA,7.0
2011,PRESEASON WEEK 2,FINAL,Sunday,August 21st,CIN,7.0,NYJ,27.0
2011,PRESEASON WEEK 2,FINAL,Sunday,August 21st,SD,20.0,DAL,7.0
2011,PRESEASON WEEK 2,FINAL,Monday,August 22nd,CHI,13.0,NYG,41.0
2011,PRESEASON WEEK 3,FINAL,Thursday,August 25th,CAR,13.0,CIN,24.0
2011,PRESEASON WEEK 3,FINAL,Thursday,August 25th,CLE,14.0,PHI,24.0
2011,PRESEASON WEEK 3,FINAL,Thursday,August 25th,WAS,31.0,BAL,34.0
2011,PRESEASON WEEK 3,FINAL,Friday,August 26th,STL,14.0,KC,10.0
2011,PRESEASON WEEK 3,FINAL,Friday,August 26th,GB,24.0,IND,21.0
2011,PRESEASON WEEK 3,FINAL,Saturday,August 27th,JAC,32.0,BUF,35.0
2011,PRESEASON WEEK 3,FINAL,Saturday,August 27th,ATL,16.0,PIT,34.0
2011,PRESEASON WEEK 3,FINAL,Saturday,August 27th,CHI,13.0,TEN,14.0
