Season,Week,GameStatus,GameSlot,GameDate,AwayTeam,AwayScore,HomeTeam,HomeScore
2015,HALL OF FAME,FINAL,Sunday,August 9th,PIT,3.0,MIN,14.0
2015,PRESEASON WEEK 1,FINAL,Thursday,August 13th,NO,27.0,BAL,30.0
2015,PRESEASON WEEK 1,FINAL,Thursday,August 13th,NYJ,3.0,DET,23.0
2015,PRESEASON WEEK 1,FINAL,Thursday,August 13th,GB,22.0,NE,11.0
2015,PRESEASON WEEK 1,FINAL,Thursday,August 13th,WAS,20.0,CLE,17.0
2015,PRESEASON WEEK 1,FINAL,Thursday,August 13th,MIA,10.0,CHI,27.0
2015,PRESEASON WEEK 1,FINAL,Thursday,August 13th,DAL,7.0,SD,17.0
2015,PRESEASON WEEK 1,FINAL,Friday,August 14th,TEN,24.0,ATL,31.0
2015,PRESEASON WEEK 1,FINAL,Friday,August 14th,CAR,25.0,BUF,24.0
2015,PRESEASON WEEK 1,FINAL,Friday,August 14th,NYG,10.0,CIN,23.0
2015,PRESEASON WEEK 1,FINAL,Friday,August 14th,PIT,21.0,JAC,23.0
2015,PRESEASON WEEK 1,FINAL,Friday,August 14th,STL,3.0,OAK,18.0
2015,PRESEASON WEEK 1,FINAL,Friday,August 14th,DEN,22.0,SEA,20.0
2015,PRESEASON WEEK 1,FINAL,Saturday,August 15th,TB,16.0,MIN,26.0
2015,PRESEASON WEEK 1,FINAL,Saturday,August 15th,SF,10.0,HOU,23.0
2015,PRESEASON WEEK 1,FINAL,Saturday,August 15th,KC,34.0,ARI,19.0
2015,PRESEASON WEEK 1,FINAL,Sunday,August 16th,IND,10.0,PHI,36.0
2015,PRESEASON WEEK 2,FINAL,Thursday,August 20th,DET,17.0,WAS,21.0
2015,PRESEASON WEEK 2,FINAL,Thursday,August 20th,BUF,11.0,CLE,10.0
2015,PRESEASON WEEK 2,FINAL,Friday,August 21st,ATL,22.0,NYJ,30.0
2015,PRESEASON WEEK 2,FINAL,Friday,August 21st,SEA,13.0,KC,14.0
2015,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,MIA,30.0,CAR,31.0
2015,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,BAL,17.0,PHI,40.0
2015,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,CHI,23.0,IND,11.0
2015,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,NE,26.0,NO,24.0
2015,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,JAC,12.0,NYG,22.0
2015,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,DEN,14.0,HOU,10.0
2015,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,OAK,12.0,MIN,20.0
2015,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,SD,22.0,ARI,19.0
2015,PRESEASON WEEK 2,FINAL,Sunday,August 23rd,GB,19.0,PIT,24.0
2015,PRESEASON WEEK 2,FINAL,Sunday,August 23rd,DAL,6.0,SF,23.0
