Season,Week,GameStatus,GameSlot,GameDate,AwayTeam,AwayScore,HomeTeam,HomeScore
2014,HALL OF FAME,FINAL,Sunday,August 3rd,NYG,17.0,BUF,13.0
2014,PRESEASON WEEK 1,FINAL,Thursday,August 7th,IND,10.0,NYJ,13.0
2014,PRESEASON WEEK 1,FINAL,Thursday,August 7th,SF,3.0,BAL,23.0
2014,PRESEASON WEEK 1,FINAL,Thursday,August 7th,NE,6.0,WAS,23.0
2014,PRESEASON WEEK 1,FINAL,Thursday,August 7th,CIN,39.0,KC,41.0
2014,PRESEASON WEEK 1,FINAL,Thursday,August 7th,SEA,16.0,DEN,21.0
2014,PRESEASON WEEK 1,FINAL,Thursday,August 7th,DAL,7.0,SD,27.0
2014,PRESEASON WEEK 1,FINAL,Friday,August 8th,MIA,10.0,ATL,16.0
2014,PRESEASON WEEK 1,FINAL,Friday,August 8th,BUF,20.0,CAR,18.0
2014,PRESEASON WEEK 1,FINAL,Friday,August 8th,TB,10.0,JAC,16.0
2014,PRESEASON WEEK 1,FINAL,Friday,August 8th,PHI,28.0,CHI,34.0
2014,PRESEASON WEEK 1,FINAL,Friday,August 8th,OAK,6.0,MIN,10.0
2014,PRESEASON WEEK 1,FINAL,Friday,August 8th,NO,26.0,STL,24.0
2014,PRESEASON WEEK 1,FINAL,Saturday,August 9th,CLE,12.0,DET,13.0
2014,PRESEASON WEEK 1,FINAL,Saturday,August 9th,PIT,16.0,NYG,20.0
2014,PRESEASON WEEK 1,FINAL,Saturday,August 9th,GB,16.0,TEN,20.0
2014,PRESEASON WEEK 1,FINAL,Saturday,August 9th,HOU,0.0,ARI,32.0
2014,PRESEASON WEEK 2,FINAL,Thursday,August 14th,JAC,19.0,CHI,20.0
2014,PRESEASON WEEK 2,FINAL,Friday,August 15th,PHI,35.0,NE,42.0
2014,PRESEASON WEEK 2,FINAL,Friday,August 15th,TEN,24.0,NO,31.0
2014,PRESEASON WEEK 2,FINAL,Friday,August 15th,DET,26.0,OAK,27.0
2014,PRESEASON WEEK 2,FINAL,Friday,August 15th,SD,14.0,SEA,41.0
2014,PRESEASON WEEK 2,FINAL,Saturday,August 16th,GB,21.0,STL,7.0
2014,PRESEASON WEEK 2,FINAL,Saturday,August 16th,NYJ,25.0,CIN,17.0
2014,PRESEASON WEEK 2,FINAL,Saturday,August 16th,BAL,37.0,DAL,30.0
2014,PRESEASON WEEK 2,FINAL,Saturday,August 16th,NYG,27.0,IND,26.0
2014,PRESEASON WEEK 2,FINAL,Saturday,August 16th,BUF,16.0,PIT,19.0
2014,PRESEASON WEEK 2,FINAL,Saturday,August 16th,MIA,20.0,TB,14.0
2014,PRESEASON WEEK 2,FINAL,Saturday,August 16th,ATL,7.0,HOU,32.0
2014,PRESEASON WEEK 2,FINAL,Saturday,August 16th,ARI,28.0,MIN,30.0
2014,PRESEASON WEEK 2,FINAL,Sunday,August 17th,DEN,34.0,SF,0.0
2014,PRESEASON WEEK 2,FINAL,Sunday,August 17th,KC,16.0,CAR,28.0
2014,PRESEASON WEEK 2,FINAL,Monday,August 18th,CLE,23.0,WAS,24.0
2014,PRESEASON WEEK 3,FINAL,Thursday,August 21st,PIT,21.0,PHI,31.0
2014,PRESEASON WEEK 3,FINAL,Friday,August 22nd,JAC,12.0,DET,13.0
2014,PRESEASON WEEK 3,FINAL,Friday,August 22nd,CAR,7.0,NE,30.0
2014,PRESEASON WEEK 3,FINAL,Friday,August 22nd,NYG,35.0,NYJ,24.0
2014,PRESEASON WEEK 3,FINAL,Friday,August 22nd,OAK,21.0,GB,31.0
2014,PRESEASON WEEK 3,FINAL,Friday,August 22nd,CHI,6.0,SEA,34.0
2014,PRESEASON WEEK 3,FINAL,Saturday,August 23rd,TB,27.0,BUF,14.0
2014,PRESEASON WEEK 3,FINAL,Saturday,August 23rd,DAL,20.0,MIA,25.0
2014,PRESEASON WEEK 3,FINAL,Saturday,August 23rd,TEN,24.0,ATL,17.0
2014,PRESEASON WEEK 3,FINAL,Saturday,August 23rd,WAS,17.0,BAL,23.0
2014,PRESEASON WEEK 3,FINAL,Saturday,August 23rd,STL,33.0,CLE,14.0
2014,PRESEASON WEEK 3,FINAL,Saturday,August 23rd,NO,23.0,IND,17.0
2014,PRESEASON WEEK 3,FINAL,Saturday,August 23rd,MIN,30.0,KC,12.0
2014,PRESEASON WEEK 3,FINAL,Saturday,August 23rd,HOU,18.0,DEN,17.0
2014,PRESEASON WEEK 3,FINAL,Sunday,August 24th,SD,7.0,SF,21.0
2014,PRESEASON WEEK 3,FINAL,Sunday,August 24th,CIN,19.0,ARI,13.0
2014,PRESEASON WEEK 4,FINAL,Thursday,August 28th,ATL,24.0,JAC,14.0
2014,PRESEASON WEEK 4,FINAL,Thursday,August 28th,DET,23.0,BUF,0.0
2014,PRESEASON WEEK 4,FINAL,Thursday,August 28th,IND,7.0,CIN,35.0
2014,PRESEASON WEEK 4,FINAL,Thursday,August 28th,KC,14.0,GB,34.0
2014,PRESEASON WEEK 4,FINAL,Thursday,August 28th,STL,13.0,MIA,14.0
2014,PRESEASON WEEK 4,FINAL,Thursday,August 28th,NYJ,7.0,PHI,37.0
2014,PRESEASON WEEK 4,FINAL,Thursday,August 28th,NE,13.0,NYG,16.0
