Season,Week,GameStatus,GameSlot,GameDate,AwayTeam,AwayScore,HomeTeam,HomeScore
2020,WEEK 1,FINAL,Sunday Night Football,September 10th,HOU,20.0,KC,34.0
2020,WEEK 1,FINAL,Sunday,September 13th,SEA,38.0,ATL,25.0
2020,WEEK 1,FINAL,Sunday,September 13th,CLE,6.0,BAL,38.0
2020,WEEK 1,FINAL,Sunday,September 13th,NYJ,17.0,BUF,27.0
2020,WEEK 1,FINAL,Sunday,September 13th,LV,34.0,CAR,30.0
2020,WEEK 1,FINAL,Sunday,September 13th,CHI,27.0,DET,23.0
2020,WEEK 1,FINAL,Sunday,September 13th,IND,20.0,JAX,27.0
2020,WEEK 1,FINAL,Sunday,September 13th,GB,43.0,MIN,34.0
2020,WEEK 1,FINAL,Sunday,September 13th,MIA,11.0,NE,21.0
2020,WEEK 1,FINAL,Sunday,September 13th,PHI,17.0,WAS,27.0
2020,WEEK 1,FINAL,Sunday,September 13th,LAC,16.0,CIN,13.0
2020,WEEK 1,FINAL,Sunday,September 13th,TB,23.0,NO,34.0
2020,WEEK 1,FINAL,Sunday,September 13th,ARI,24.0,SF,20.0
2020,WEEK 1,FINAL,Sunday Night Football,September 13th,DAL,17.0,LAR,20.0
2020,WEEK 1,FINAL,Monday Night Football,September 14th,PIT,26.0,NYG,16.0
2020,WEEK 1,FINAL,Monday Night Football,September 14th,TEN,16.0,DEN,14.0
2020,WEEK 2,FINAL,Thursday Night Football,September 17th,CIN,30.0,CLE,35.0
2020,WEEK 2,FINAL,Sunday,September 20th,NYG,13.0,CHI,17.0
2020,WEEK 2,FINAL,Sunday,September 20th,ATL,39.0,DAL,40.0
2020,WEEK 2,FINAL,Sunday,September 20th,DET,21.0,GB,42.0
2020,WEEK 2,FINAL,Sunday,September 20th,MIN,11.0,IND,28.0
2020,WEEK 2,FINAL,Sunday,September 20th,BUF,31.0,MIA,28.0
2020,WEEK 2,FINAL,Sunday,September 20th,SF,31.0,NYJ,13.0
2020,WEEK 2,FINAL,Sunday,September 20th,LAR,37.0,PHI,19.0
2020,WEEK 2,FINAL,Sunday,September 20th,DEN,21.0,PIT,26.0
2020,WEEK 2,FINAL,Sunday,September 20th,CAR,17.0,TB,31.0
2020,WEEK 2,FINAL,Sunday,September 20th,JAX,30.0,TEN,33.0
2020,WEEK 2,FINAL,Sunday,September 20th,WAS,15.0,ARI,30.0
2020,WEEK 2,FINAL,Sunday,September 20th,BAL,33.0,HOU,16.0
2020,WEEK 2,FINAL,Sunday,September 20th,KC,23.0,LAC,20.0
2020,WEEK 2,FINAL,Sunday Night Football,September 20th,NE,30.0,SEA,35.0
2020,WEEK 2,FINAL,Monday Night Football,September 21st,NO,24.0,LV,34.0
2020,WEEK 3,FINAL,Thursday Night Football,September 24th,MIA,31.0,JAX,13.0
2020,WEEK 3,FINAL,Sunday,September 27th,CHI,30.0,ATL,26.0
2020,WEEK 3,FINAL,Sunday,September 27th,LAR,32.0,BUF,35.0
2020,WEEK 3,FINAL,Sunday,September 27th,WAS,20.0,CLE,34.0
2020,WEEK 3,FINAL,Sunday,September 27th,TEN,31.0,MIN,30.0
2020,WEEK 3,FINAL,Sunday,September 27th,LV,20.0,NE,36.0
2020,WEEK 3,FINAL,Sunday,September 27th,SF,36.0,NYG,9.0
2020,WEEK 3,FINAL,Sunday,September 27th,CIN,23.0,PHI,23.0
2020,WEEK 3,FINAL,Sunday,September 27th,HOU,21.0,PIT,28.0
2020,WEEK 3,FINAL,Sunday,September 27th,NYJ,7.0,IND,36.0
2020,WEEK 3,FINAL,Sunday,September 27th,CAR,21.0,LAC,16.0
2020,WEEK 3,FINAL,Sunday,September 27th,DET,26.0,ARI,23.0
2020,WEEK 3,FINAL,Sunday,September 27th,TB,28.0,DEN,10.0
2020,WEEK 3,FINAL,Sunday,September 27th,DAL,31.0,SEA,38.0
2020,WEEK 3,FINAL,Sunday Night Football,September 27th,GB,37.0,NO,30.0
2020,WEEK 3,FINAL,Monday Night Football,September 28th,KC,34.0,BAL,20.0
2020,WEEK 4,FINAL,Thursday Night Football,October 1st,DEN,37.0,NYJ,28.0
2020,WEEK 4,FINAL,Sunday,October 4th,ARI,21.0,CAR,31.0
2020,WEEK 4,FINAL,Sunday,October 4th,JAX,25.0,CIN,33.0
2020,WEEK 4,FINAL,Sunday,October 4th,CLE,49.0,DAL,38.0
2020,WEEK 4,FINAL,Sunday,October 4th,NO,35.0,DET,29.0
2020,WEEK 4,FINAL,Sunday,October 4th,MIN,31.0,HOU,23.0
2020,WEEK 4,FINAL,Sunday,October 4th,SEA,31.0,MIA,23.0
2020,WEEK 4,FINAL,Sunday,October 4th,LAC,31.0,TB,38.0
2020,WEEK 4,FINAL,Sunday,October 4th,BAL,31.0,WAS,17.0
2020,WEEK 4,FINAL,Sunday,October 4th,NYG,9.0,LAR,17.0
2020,WEEK 4,FINAL,Sunday,October 4th,IND,19.0,CHI,11.0
2020,WEEK 4,FINAL,Sunday,October 4th,BUF,30.0,LV,23.0
2020,WEEK 4,FINAL,Sunday Night Football,October 4th,PHI,25.0,SF,20.0
2020,WEEK 4,FINAL,Monday,October 5th,NE,10.0,KC,26.0
2020,WEEK 4,FINAL,Monday Night Football,October 5th,ATL,16.0,GB,30.0
2020,WEEK 4,BYE,,,TEN,,,
2020,WEEK 4,BYE,,,PIT,,,
2020,WEEK 5,FINAL,Thursday Night Football,October 8th,TB,19.0,CHI,20.0
2020,WEEK 5,FINAL,Sunday,October 11th,CAR,23.0,ATL,16.0
2020,WEEK 5,FINAL,Sunday,October 11th,CIN,3.0,BAL,27.0
2020,WEEK 5,FINAL,Sunday,October 11th,JAX,14.0,HOU,30.0
2020,WEEK 5,FINAL,Sunday,October 11th,LV,40.0,KC,32.0
2020,WEEK 5,FINAL,Sunday,October 11th,ARI,30.0,NYJ,10.0
2020,WEEK 5,FINAL,Sunday,October 11th,PHI,29.0,PIT,38.0
2020,WEEK 5,FINAL,Sunday,October 11th,LAR,30.0,WAS,10.0
2020,WEEK 5,FINAL,Sunday,October 11th,MIA,43.0,SF,17.0
