Season,Week,GameStatus,GameSlot,GameDate,AwayTeam,AwayScore,HomeTeam,HomeScore
2026,HALL OF FAME,FINAL,Thursday,August 6th,CAR,33.0,AZ,30.0
2026,PRESEASON WEEK 1,FINAL,Thursday,August 13th,DET,14.0,CIN,16.0
2026,PRESEASON WEEK 1,FINAL,Thursday,August 13th,GB,9.0,PIT,28.0
2026,PRESEASON WEEK 1,FINAL,Thursday,August 13th,IND,13.0,NE,13.0
2026,PRESEASON WEEK 1,FINAL,Thursday,August 13th,LAC,27.0,HOU,7.0
2026,PRESEASON WEEK 1,FINAL,Thursday,August 13th,AZ,27.0,LV,14.0
2026,PRESEASON WEEK 1,FINAL,Thursday,August 13th,TEN,19.0,SF,13.0
2026,PRESEASON WEEK 1,FINAL,Friday,August 14th,DEN,27.0,ATL,7.0
2026,PRESEASON WEEK 1,FINAL,Friday,August 14th,TB,24.0,NYJ,16.0
2026,PRESEASON WEEK 1,FINAL,Friday,August 14th,MIA,7.0,WAS,20.0
2026,PRESEASON WEEK 1,FINAL,Saturday,August 15th,CAR,14.0,BUF,29.0
2026,PRESEASON WEEK 1,FINAL,Saturday,August 15th,CLE,10.0,CHI,34.0
2026,PRESEASON WEEK 1,FINAL,Saturday,August 15th,MIN,13.0,NYG,10.0
2026,PRESEASON WEEK 1,FINAL,Saturday,August 15th,LAR,20.0,KC,12.0
2026,PRESEASON WEEK 1,FINAL,Saturday,August 15th,JAX,24.0,NO,20.0
2026,PRESEASON WEEK 1,FINAL,Saturday,August 15th,PHI,7.0,BAL,24.0
2026,PRESEASON WEEK 1,FINAL,Saturday,August 15th,DAL,17.0,SEA,7.0
2026,PRESEASON WEEK 2,FINAL,Thursday,August 20th,LV,22.0,HOU,20.0
2026,PRESEASON WEEK 2,FINAL,Thursday,August 20th,SF,41.0,LAC,17.0
2026,PRESEASON WEEK 2,FINAL,Friday,August 21st,NYJ,17.0,PIT,0.0
2026,PRESEASON WEEK 2,FINAL,Friday,August 21st,CAR,34.0,JAX,17.0
2026,PRESEASON WEEK 2,FINAL,Friday,August 21st,GB,33.0,DEN,13.0
2026,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,WAS,13.0,DET,17.0
2026,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,BUF,31.0,CLE,7.0
2026,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,ATL,34.0,IND,6.0
2026,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,BAL,13.0,MIN,3.0
2026,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,NO,0.0,LAR,34.0
2026,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,NYG,26.0,MIA,3.0
2026,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,CHI,9.0,CIN,27.0
2026,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,PHI,21.0,NE,24.0
2026,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,KC,15.0,TB,16.0
2026,PRESEASON WEEK 2,FINAL,Saturday,August 22nd,DAL,34.0,AZ,13.0
2026,PRESEASON WEEK 2,FINAL,Sunday,August 23rd,SEA,16.0,TEN,19.0
2026,PRESEASON WEEK 3,FINAL,Thursday,August 27th,PIT,27.0,BUF,28.0
