Season,Week,GameStatus,GameSlot,GameDate,AwayTeam,AwayScore,HomeTeam,HomeScore
2024,HALL OF FAME,FINAL,Thursday,August 1st,HOU,17.0,CHI,21.0
2024,PRESEASON WEEK 1,FINAL,Thursday,August 8th,CAR,3.0,NE,17.0
2024,PRESEASON WEEK 1,FINAL,Thursday,August 8th,DET,3.0,NYG,14.0
2024,PRESEASON WEEK 1,FINAL,Friday,August 9th,ATL,13.0,MIA,20.0
2024,PRESEASON WEEK 1,FINAL,Friday,August 9th,HOU,20.0,PIT,12.0
2024,PRESEASON WEEK 1,FINAL,Friday,August 9th,PHI,16.0,BAL,13.0
2024,PRESEASON WEEK 1,FINAL,Saturday,August 10th,WAS,17.0,NYJ,20.0
2024,PRESEASON WEEK 1,FINAL,Saturday,August 10th,CHI,33.0,BUF,6.0
2024,PRESEASON WEEK 1,FINAL,Saturday,August 10th,LV,23.0,MIN,24.0
2024,PRESEASON WEEK 1,FINAL,Saturday,August 10th,GB,23.0,CLE,10.0
2024,PRESEASON WEEK 1,FINAL,Saturday,August 10th,TB,17.0,CIN,14.0
2024,PRESEASON WEEK 1,FINAL,Saturday,August 10th,KC,13.0,JAX,26.0
2024,PRESEASON WEEK 1,FINAL,Saturday,August 10th,SF,13.0,TEN,17.0
2024,PRESEASON WEEK 1,FINAL,Saturday,August 10th,SEA,16.0,LAC,3.0
2024,PRESEASON WEEK 1,FINAL,Saturday,August 10th,NO,16.0,ARI,14.0
2024,PRESEASON WEEK 1,FINAL,Sunday,August 11th,DEN,34.0,IND,30.0
2024,PRESEASON WEEK 1,FINAL,Sunday,August 11th,DAL,12.0,LAR,13.0
2024,PRESEASON WEEK 2,FINAL,Thursday,August 15th,PHI,14.0,NE,13.0
2024,PRESEASON WEEK 2,FINAL,Saturday,August 17th,ATL,12.0,BAL,13.0
2024,PRESEASON WEEK 2,FINAL,Saturday,August 17th,CIN,3.0,CHI,27.0
2024,PRESEASON WEEK 2,FINAL,Saturday,August 17th,NYG,10.0,HOU,28.0
2024,PRESEASON WEEK 2,FINAL,Saturday,August 17th,DET,24.0,KC,23.0
2024,PRESEASON WEEK 2,FINAL,Saturday,August 17th,MIN,27.0,CLE,12.0
2024,PRESEASON WEEK 2,FINAL,Saturday,August 17th,NYJ,15.0,CAR,12.0
2024,PRESEASON WEEK 2,FINAL,Saturday,August 17th,ARI,13.0,IND,21.0
2024,PRESEASON WEEK 2,FINAL,Saturday,August 17th,WAS,6.0,MIA,13.0
2024,PRESEASON WEEK 2,FINAL,Saturday,August 17th,BUF,9.0,PIT,3.0
2024,PRESEASON WEEK 2,FINAL,Saturday,August 17th,SEA,15.0,TEN,16.0
2024,PRESEASON WEEK 2,FINAL,Saturday,August 17th,LAR,13.0,LAC,9.0
2024,PRESEASON WEEK 2,FINAL,Saturday,August 17th,TB,7.0,JAX,20.0
2024,PRESEASON WEEK 2,FINAL,Saturday,August 17th,DAL,27.0,LV,12.0
2024,PRESEASON WEEK 2,FINAL,Sunday,August 18th,GB,2.0,DEN,27.0
2024,PRESEASON WEEK 2,FINAL,Sunday,August 18th,NO,10.0,SF,16.0
2024,PRESEASON WEEK 3,FINAL,Thursday,August 22nd,IND,27.0,CIN,14.0
2024,PRESEASON WEEK 3,FINAL,Thursday,August 22nd,CHI,34.0,KC,21.0
2024,PRESEASON WEEK 3,FINAL,Friday,August 23rd,JAX,31.0,ATL,0.0
2024,PRESEASON WEEK 3,FINAL,Friday,August 23rd,MIA,14.0,TB,24.0
2024,PRESEASON WEEK 3,FINAL,Friday,August 23rd,SF,24.0,LV,24.0
2024,PRESEASON WEEK 3,FINAL,Saturday,August 24th,CAR,31.0,BUF,26.0
2024,PRESEASON WEEK 3,FINAL,Saturday,August 24th,PIT,17.0,DET,24.0
2024,PRESEASON WEEK 3,FINAL,Saturday,August 24th,BAL,7.0,GB,30.0
2024,PRESEASON WEEK 3,FINAL,Saturday,August 24th,LAR,15.0,HOU,17.0
2024,PRESEASON WEEK 3,FINAL,Saturday,August 24th,MIN,26.0,PHI,3.0
2024,PRESEASON WEEK 3,FINAL,Saturday,August 24th,LAC,26.0,DAL,19.0
2024,PRESEASON WEEK 3,FINAL,Saturday,August 24th,NYG,6.0,NYJ,10.0
2024,PRESEASON WEEK 3,FINAL,Saturday,August 24th,CLE,33.0,SEA,37.0
2024,PRESEASON WEEK 3,FINAL,Sunday,August 25th,TEN,30.0,NO,27.0
2024,PRESEASON WEEK 3,FINAL,Sunday,August 25th,ARI,12.0,DEN,38.0
2024,PRESEASON WEEK 3,FINAL,Sunday,August 25th,NE,10.0,WAS,20.0
2024,WEEK 1,FINAL,Sunday Night Football,September 5th,BAL,20.0,KC,27.0
2024,WEEK 1,FINAL,Friday,September 6th,GB,29.0,PHI,34.0
2024,WEEK 1,FINAL,Sunday,September 8th,PIT,18.0,ATL,10.0
2024,WEEK 1,FINAL,Sunday,September 8th,ARI,28.0,BUF,34.0
2024,WEEK 1,FINAL,Sunday,September 8th,TEN,17.0,CHI,24.0
2024,WEEK 1,FINAL,Sunday,September 8th,NE,16.0,CIN,10.0
2024,WEEK 1,FINAL,Sunday,September 8th,HOU,29.0,IND,27.0
2024,WEEK 1,FINAL,Sunday,September 8th,JAX,17.0,MIA,20.0
2024,WEEK 1,FINAL,Sunday,September 8th,CAR,10.0,NO,47.0
2024,WEEK 1,FINAL,Sunday,September 8th,MIN,28.0,NYG,6.0
2024,WEEK 1,FINAL,Sunday,September 8th,LV,10.0,LAC,22.0
2024,WEEK 1,FINAL,Sunday,September 8th,DEN,20.0,SEA,26.0
2024,WEEK 1,FINAL,Sunday,September 8th,DAL,33.0,CLE,17.0
2024,WEEK 1,FINAL,Sunday,September 8th,WAS,20.0,TB,37.0
2024,WEEK 1,FINAL,Sunday Night Football,September 8th,LAR,20.0,DET,26.0
2024,WEEK 1,FINAL,Monday Night Football,September 9th,NYJ,19.0,SF,32.0
2024,WEEK 2,FINAL,Thursday Night Football,September 12th,BUF,31.0,MIA,10.0
2024,WEEK 2,FINAL,Sunday,September 15th,LV,26.0,BAL,23.0
2024,WEEK 2,FINAL,Sunday,September 15th,LAC,26.0,CAR,3.0
2024,WEEK 2,FINAL,Sunday,September 15th,NO,44.0,DAL,19.0
2024,WEEK 2,FINAL,Sunday,September 15th,TB,20.0,DET,16.0
2024,WEEK 2,FINAL,Sunday,September 15th,IND,10.0,GB,16.0
2024,WEEK 2,FINAL,Sunday,September 15th,CLE,18.0,JAX,13.0
2024,WEEK 2,FINAL,Sunday,September 15th,SF,17.0,MIN,23.0
2024,WEEK 2,FINAL,Sunday,September 15th,SEA,23.0,NE,20.0
2024,WEEK 2,FINAL,Sunday,September 15th,NYJ,24.0,TEN,17.0
2024,WEEK 2,FINAL,Sunday,September 15th,NYG,18.0,WAS,21.0
2024,WEEK 2,FINAL,Sunday,September 15th,LAR,10.0,ARI,41.0
2024,WEEK 2,FINAL,Sunday,September 15th,PIT,13.0,DEN,6.0
2024,WEEK 2,FINAL,Sunday,September 15th,CIN,25.0,KC,26.0
2024,WEEK 2,FINAL,Sunday Night Football,September 15th,CHI,13.0,HOU,19.0
2024,WEEK 2,FINAL,Monday Night Football,September 16th,ATL,22.0,PHI,21.0
2024,WEEK 3,FINAL,Thursday Night Football,September 19th,NE,3.0,NYJ,24.0
2024,WEEK 3,FINAL,Sunday,September 22nd,NYG,21.0,CLE,15.0
2024,WEEK 3,FINAL,Sunday,September 22nd,CHI,16.0,IND,21.0
2024,WEEK 3,FINAL,Sunday,September 22nd,HOU,7.0,MIN,34.0
2024,WEEK 3,FINAL,Sunday,September 22nd,PHI,15.0,NO,12.0
2024,WEEK 3,FINAL,Sunday,September 22nd,LAC,10.0,PIT,20.0
2024,WEEK 3,FINAL,Sunday,September 22nd,DEN,26.0,TB,7.0
2024,WEEK 3,FINAL,Sunday,September 22nd,GB,30.0,TEN,14.0
2024,WEEK 3,FINAL,Sunday,September 22nd,CAR,36.0,LV,22.0
2024,WEEK 3,FINAL,Sunday,September 22nd,MIA,3.0,SEA,24.0
2024,WEEK 3,FINAL,Sunday,September 22nd,DET,20.0,ARI,13.0
2024,WEEK 3,FINAL,Sunday,September 22nd,BAL,28.0,DAL,25.0
2024,WEEK 3,FINAL,Sunday,September 22nd,SF,24.0,LAR,27.0
2024,WEEK 3,FINAL,Sunday Night Football,September 22nd,KC,22.0,ATL,17.0
2024,WEEK 3,FINAL,Monday Night Football,September 23rd,JAX,10.0,BUF,47.0
2024,WEEK 3,FINAL,Monday Night Football,September 23rd,WAS,38.0,CIN,33.0
2024,WEEK 4,FINAL,Thursday Night Football,September 26th,DAL,20.0,NYG,15.0
2024,WEEK 4,FINAL,Sunday,September 29th,NO,24.0,ATL,26.0
2024,WEEK 4,FINAL,Sunday,September 29th,CIN,34.0,CAR,24.0
2024,WEEK 4,FINAL,Sunday,September 29th,LAR,18.0,CHI,24.0
2024,WEEK 4,FINAL,Sunday,September 29th,MIN,31.0,GB,29.0
2024,WEEK 4,FINAL,Sunday,September 29th,JAX,20.0,HOU,24.0
2024,WEEK 4,FINAL,Sunday,September 29th,PIT,24.0,IND,27.0
2024,WEEK 4,FINAL,Sunday,September 29th,DEN,10.0,NYJ,9.0
2024,WEEK 4,FINAL,Sunday,September 29th,PHI,16.0,TB,33.0
2024,WEEK 4,FINAL,Sunday,September 29th,WAS,42.0,ARI,14.0
2024,WEEK 4,FINAL,Sunday,September 29th,NE,13.0,SF,30.0
2024,WEEK 4,FINAL,Sunday,September 29th,KC,17.0,LAC,10.0
2024,WEEK 4,FINAL,Sunday,September 29th,CLE,16.0,LV,20.0
2024,WEEK 4,FINAL,Sunday Night Football,September 29th,BUF,10.0,BAL,35.0
2024,WEEK 4,FINAL,Monday Night Football,September 30th,TEN,31.0,MIA,12.0
2024,WEEK 4,FINAL,Monday Night Football,September 30th,SEA,29.0,DET,42.0
2024,WEEK 5,FINAL,Thursday Night Football,October 3rd,TB,30.0,ATL,36.0
2024,WEEK 5,FINAL,Sunday,October 6th,NYJ,17.0,MIN,23.0
2024,WEEK 5,FINAL,Sunday,October 6th,CAR,10.0,CHI,36.0
2024,WEEK 5,FINAL,Sunday,October 6th,BAL,41.0,CIN,38.0
2024,WEEK 5,FINAL,Sunday,October 6th,BUF,20.0,HOU,23.0
2024,WEEK 5,FINAL,Sunday,October 6th,IND,34.0,JAX,37.0
2024,WEEK 5,FINAL,Sunday,October 6th,MIA,15.0,NE,10.0
2024,WEEK 5,FINAL,Sunday,October 6th,CLE,13.0,WAS,34.0
2024,WEEK 5,FINAL,Sunday,October 6th,LV,18.0,DEN,34.0
2024,WEEK 5,FINAL,Sunday,October 6th,ARI,24.0,SF,23.0
2024,WEEK 5,FINAL,Sunday,October 6th,GB,24.0,LAR,19.0
2024,WEEK 5,FINAL,Sunday,October 6th,NYG,29.0,SEA,20.0
2024,WEEK 5,FINAL,Sunday Night Football,October 6th,DAL,20.0,PIT,17.0
2024,WEEK 5,FINAL,Monday Night Football,October 7th,NO,13.0,KC,26.0
2024,WEEK 5,BYE,,,DET,,,
2024,WEEK 5,BYE,,,LAC,,,
2024,WEEK 5,BYE,,,PHI,,,
2024,WEEK 5,BYE,,,TEN,,,
2024,WEEK 6,FINAL,Thursday Night Football,October 10th,SF,36.0,SEA,24.0
2024,WEEK 6,FINAL,Sunday,October 13th,JAX,16.0,CHI,35.0
2024,WEEK 6,FINAL,Sunday,October 13th,WAS,23.0,BAL,30.0
2024,WEEK 6,FINAL,Sunday,October 13th,ARI,13.0,GB,34.0
2024,WEEK 6,FINAL,Sunday,October 13th,HOU,41.0,NE,21.0
2024,WEEK 6,FINAL,Sunday,October 13th,TB,51.0,NO,27.0
2024,WEEK 6,FINAL,Sunday,October 13th,CLE,16.0,PHI,20.0
2024,WEEK 6,FINAL,Sunday,October 13th,IND,20.0,TEN,17.0
2024,WEEK 6,FINAL,Sunday,October 13th,LAC,23.0,DEN,16.0
2024,WEEK 6,FINAL,Sunday,October 13th,PIT,32.0,LV,13.0
2024,WEEK 6,FINAL,Sunday,October 13th,ATL,38.0,CAR,20.0
2024,WEEK 6,FINAL,Sunday,October 13th,DET,47.0,DAL,9.0
2024,WEEK 6,FINAL,Sunday Night Football,October 13th,CIN,17.0,NYG,7.0
2024,WEEK 6,FINAL,Monday Night Football,October 14th,BUF,23.0,NYJ,20.0
2024,WEEK 6,BYE,,,KC,,,
2024,WEEK 6,BYE,,,LAR,,,
2024,WEEK 6,BYE,,,MIA,,,
2024,WEEK 6,BYE,,,MIN,,,
2024,WEEK 7,FINAL,Thursday Night Football,October 17th,DEN,33.0,NO,10.0
2024,WEEK 7,FINAL,Sunday,October 20th,NE,16.0,JAX,32.0
2024,WEEK 7,FINAL,Sunday,October 20th,SEA,34.0,ATL,14.0
2024,WEEK 7,FINAL,Sunday,October 20th,TEN,10.0,BUF,34.0
2024,WEEK 7,FINAL,Sunday,October 20th,CIN,21.0,CLE,14.0
2024,WEEK 7,FINAL,Sunday,October 20th,HOU,22.0,GB,24.0
2024,WEEK 7,FINAL,Sunday,October 20th,MIA,10.0,IND,16.0
2024,WEEK 7,FINAL,Sunday,October 20th,DET,31.0,MIN,29.0
2024,WEEK 7,FINAL,Sunday,October 20th,PHI,28.0,NYG,3.0
2024,WEEK 7,FINAL,Sunday,October 20th,LV,15.0,LAR,20.0
2024,WEEK 7,FINAL,Sunday,October 20th,CAR,7.0,WAS,40.0
2024,WEEK 7,FINAL,Sunday,October 20th,KC,28.0,SF,18.0
2024,WEEK 7,FINAL,Sunday Night Football,October 20th,NYJ,15.0,PIT,37.0
2024,WEEK 7,FINAL,Monday Night Football,October 21st,BAL,41.0,TB,31.0
2024,WEEK 7,FINAL,Monday Night Football,October 21st,LAC,15.0,ARI,17.0
2024,WEEK 7,BYE,,,CHI,,,
2024,WEEK 7,BYE,,,DAL,,,
2024,WEEK 8,FINAL,Thursday Night Football,October 24th,MIN,20.0,LAR,30.0
2024,WEEK 8,FINAL,Sunday,October 27th,BAL,24.0,CLE,29.0
2024,WEEK 8,FINAL,Sunday,October 27th,TEN,14.0,DET,52.0
2024,WEEK 8,FINAL,Sunday,October 27th,IND,20.0,HOU,23.0
2024,WEEK 8,FINAL,Sunday,October 27th,GB,30.0,JAX,27.0
2024,WEEK 8,FINAL,Sunday,October 27th,ARI,28.0,MIA,27.0
2024,WEEK 8,FINAL,Sunday,October 27th,NYJ,22.0,NE,25.0
2024,WEEK 8,FINAL,Sunday,October 27th,ATL,31.0,TB,26.0
2024,WEEK 8,FINAL,Sunday,October 27th,PHI,37.0,CIN,17.0
2024,WEEK 8,FINAL,Sunday,October 27th,NO,8.0,LAC,26.0
2024,WEEK 8,FINAL,Sunday,October 27th,BUF,31.0,SEA,10.0
2024,WEEK 8,FINAL,Sunday,October 27th,CHI,15.0,WAS,18.0
2024,WEEK 8,FINAL,Sunday,October 27th,CAR,14.0,DEN,28.0
2024,WEEK 8,FINAL,Sunday,October 27th,KC,27.0,LV,20.0
2024,WEEK 8,FINAL,Sunday Night Football,October 27th,DAL,24.0,SF,30.0
2024,WEEK 8,FINAL,Monday Night Football,October 28th,NYG,18.0,PIT,26.0
2024,WEEK 9,FINAL,Thursday Night Football,October 31st,HOU,13.0,NYJ,21.0
2024,WEEK 9,FINAL,Sunday,November 3rd,DAL,21.0,ATL,27.0
2024,WEEK 9,FINAL,Sunday,November 3rd,DEN,10.0,BAL,41.0
2024,WEEK 9,FINAL,Sunday,November 3rd,MIA,27.0,BUF,30.0
2024,WEEK 9,FINAL,Sunday,November 3rd,NO,22.0,CAR,23.0
2024,WEEK 9,FINAL,Sunday,November 3rd,LV,24.0,CIN,41.0
2024,WEEK 9,FINAL,Sunday,November 3rd,LAC,27.0,CLE,10.0
2024,WEEK 9,FINAL,Sunday,November 3rd,WAS,27.0,NYG,22.0
2024,WEEK 9,FINAL,Sunday,November 3rd,NE,17.0,TEN,20.0
2024,WEEK 9,FINAL,Sunday,November 3rd,CHI,9.0,ARI,29.0
2024,WEEK 9,FINAL,Sunday,November 3rd,JAX,23.0,PHI,28.0
2024,WEEK 9,FINAL,Sunday,November 3rd,DET,24.0,GB,14.0
2024,WEEK 9,FINAL,Sunday,November 3rd,LAR,26.0,SEA,20.0
2024,WEEK 9,FINAL,Sunday Night Football,November 3rd,IND,13.0,MIN,21.0
2024,WEEK 9,FINAL,Monday Night Football,November 4th,TB,24.0,KC,30.0
2024,WEEK 9,BYE,,,PIT,,,
2024,WEEK 9,BYE,,,SF,,,
2024,WEEK 10,FINAL,Thursday Night Football,November 7th,CIN,34.0,BAL,35.0
2024,WEEK 10,FINAL,Sunday,November 10th,NYG,17.0,CAR,20.0
2024,WEEK 10,FINAL,Sunday,November 10th,NE,19.0,CHI,3.0
2024,WEEK 10,FINAL,Sunday,November 10th,BUF,30.0,IND,20.0
2024,WEEK 10,FINAL,Sunday,November 10th,MIN,12.0,JAX,7.0
2024,WEEK 10,FINAL,Sunday,November 10th,DEN,14.0,KC,16.0
2024,WEEK 10,FINAL,Sunday,November 10th,ATL,17.0,NO,20.0
2024,WEEK 10,FINAL,Sunday,November 10th,SF,23.0,TB,20.0
2024,WEEK 10,FINAL,Sunday,November 10th,PIT,28.0,WAS,27.0
2024,WEEK 10,FINAL,Sunday,November 10th,TEN,17.0,LAC,27.0
2024,WEEK 10,FINAL,Sunday,November 10th,NYJ,6.0,ARI,31.0
2024,WEEK 10,FINAL,Sunday,November 10th,PHI,34.0,DAL,6.0
2024,WEEK 10,FINAL,Sunday Night Football,November 10th,DET,26.0,HOU,23.0
2024,WEEK 10,FINAL,Monday Night Football,November 11th,MIA,23.0,LAR,15.0
2024,WEEK 10,BYE,,,CLE,,,
2024,WEEK 10,BYE,,,GB,,,
2024,WEEK 10,BYE,,,LV,,,
2024,WEEK 10,BYE,,,SEA,,,
2024,WEEK 11,FINAL,Thursday Night Football,November 14th,WAS,18.0,PHI,26.0
2024,WEEK 11,FINAL,Sunday,November 17th,GB,20.0,CHI,19.0
2024,WEEK 11,FINAL,Sunday,November 17th,JAX,6.0,DET,52.0
2024,WEEK 11,FINAL,Sunday,November 17th,LV,19.0,MIA,34.0
2024,WEEK 11,FINAL,Sunday,November 17th,LAR,28.0,NE,22.0
2024,WEEK 11,FINAL,Sunday,November 17th,CLE,14.0,NO,35.0
2024,WEEK 11,FINAL,Sunday,November 17th,BAL,16.0,PIT,18.0
2024,WEEK 11,FINAL,Sunday,November 17th,MIN,23.0,TEN,13.0
2024,WEEK 11,FINAL,Sunday,November 17th,IND,28.0,NYJ,27.0
2024,WEEK 11,FINAL,Sunday,November 17th,ATL,6.0,DEN,38.0
2024,WEEK 11,FINAL,Sunday,November 17th,SEA,20.0,SF,17.0
2024,WEEK 11,FINAL,Sunday,November 17th,KC,21.0,BUF,30.0
2024,WEEK 11,FINAL,Sunday Night Football,November 17th,CIN,27.0,LAC,34.0
2024,WEEK 11,FINAL,Monday Night Football,November 18th,HOU,34.0,DAL,10.0
2024,WEEK 11,BYE,,,ARI,,,
2024,WEEK 11,BYE,,,CAR,,,
2024,WEEK 11,BYE,,,NYG,,,
2024,WEEK 11,BYE,,,TB,,,
2024,WEEK 12,FINAL,Thursday Night Football,November 21st,PIT,19.0,CLE,24.0
2024,WEEK 12,FINAL,Sunday,November 24th,KC,30.0,CAR,27.0
2024,WEEK 12,FINAL,Sunday,November 24th,MIN,30.0,CHI,27.0
2024,WEEK 12,FINAL,Sunday,November 24th,TEN,32.0,HOU,27.0
2024,WEEK 12,FINAL,Sunday,November 24th,DET,24.0,IND,6.0
2024,WEEK 12,FINAL,Sunday,November 24th,NE,15.0,MIA,34.0
2024,WEEK 12,FINAL,Sunday,November 24th,TB,30.0,NYG,7.0
2024,WEEK 12,FINAL,Sunday,November 24th,DAL,34.0,WAS,26.0
2024,WEEK 12,FINAL,Sunday,November 24th,DEN,29.0,LV,19.0
2024,WEEK 12,FINAL,Sunday,November 24th,SF,10.0,GB,38.0
2024,WEEK 12,FINAL,Sunday,November 24th,ARI,6.0,SEA,16.0
2024,WEEK 12,FINAL,Sunday Night Football,November 24th,PHI,37.0,LAR,20.0
2024,WEEK 12,FINAL,Monday Night Football,November 25th,BAL,30.0,LAC,23.0
2024,WEEK 12,BYE,,,ATL,,,
2024,WEEK 12,BYE,,,BUF,,,
2024,WEEK 12,BYE,,,CIN,,,
2024,WEEK 12,BYE,,,JAX,,,
2024,WEEK 12,BYE,,,NO,,,
2024,WEEK 12,BYE,,,NYJ,,,
2024,WEEK 13,FINAL,Thursday,November 28th,CHI,20.0,DET,23.0
2024,WEEK 13,FINAL,Thursday,November 28th,NYG,20.0,DAL,27.0
2024,WEEK 13,FINAL,Sunday Night Football,November 28th,MIA,17.0,GB,30.0
2024,WEEK 13,FINAL,Thursday Night Football,November 29th,LV,17.0,KC,19.0
2024,WEEK 13,FINAL,Sunday,December 1st,LAC,17.0,ATL,13.0
2024,WEEK 13,FINAL,Sunday,December 1st,PIT,44.0,CIN,38.0
2024,WEEK 13,FINAL,Sunday,December 1st,HOU,23.0,JAX,20.0
