Season,Week,GameStatus,GameSlot,GameDate,AwayTeam,AwayScore,HomeTeam,HomeScore
2021,HALL OF FAME,FINAL,Thursday,August 5th,DAL,3.0,PIT,16.0
2021,PRESEASON WEEK 1,FINAL,Thursday,August 12th,WAS,13.0,NE,22.0
2021,PRESEASON WEEK 1,FINAL,Thursday,August 12th,PIT,24.0,PHI,16.0
2021,PRESEASON WEEK 1,FINAL,Friday,August 13th,TEN,23.0,ATL,3.0
2021,PRESEASON WEEK 1,FINAL,Friday,August 13th,BUF,16.0,DET,15.0
2021,PRESEASON WEEK 1,FINAL,Friday,August 13th,DAL,16.0,ARI,19.0
2021,PRESEASON WEEK 1,FINAL,Saturday,August 14th,MIA,13.0,CHI,20.0
2021,PRESEASON WEEK 1,FINAL,Saturday,August 14th,DEN,33.0,MIN,6.0
2021,PRESEASON WEEK 1,FINAL,Saturday,August 14th,NO,14.0,BAL,17.0
2021,PRESEASON WEEK 1,FINAL,Saturday,August 14th,CLE,23.0,JAX,13.0
2021,PRESEASON WEEK 1,FINAL,Saturday,August 14th,NYJ,12.0,NYG,7.0
2021,PRESEASON WEEK 1,FINAL,Saturday,August 14th,CIN,19.0,TB,14.0
2021,PRESEASON WEEK 1,FINAL,Saturday,August 14th,HOU,26.0,GB,7.0
2021,PRESEASON WEEK 1,FINAL,Saturday,August 14th,KC,19.0,SF,16.0
2021,PRESEASON WEEK 1,FINAL,Saturday,August 14th,SEA,7.0,LV,20.0
2021,PRESEASON WEEK 1,FINAL,Saturday,August 14th,LAC,13.0,LAR,6.0
2021,PRESEASON WEEK 1,FINAL,Sunday,August 15th,CAR,18.0,IND,21.0
2021,PRESEASON WEEK 2,FINAL,Thursday,August 19th,NE,35.0,PHI,0.0
2021,PRESEASON WEEK 2,FINAL,Friday,August 20th,CIN,13.0,WAS,17.0
2021,PRESEASON WEEK 2,FINAL,Friday,August 20th,KC,17.0,ARI,10.0
2021,PRESEASON WEEK 2,FINAL,Saturday,August 21st,BUF,41.0,CHI,15.0
2021,PRESEASON WEEK 2,FINAL,Saturday,August 21st,NYJ,23.0,GB,14.0
2021,PRESEASON WEEK 2,FINAL,Saturday,August 21st,BAL,20.0,CAR,3.0
2021,PRESEASON WEEK 2,FINAL,Saturday,August 21st,ATL,17.0,MIA,37.0
2021,PRESEASON WEEK 2,FINAL,Saturday,August 21st,TEN,34.0,TB,3.0
2021,PRESEASON WEEK 2,FINAL,Saturday,August 21st,DET,20.0,PIT,26.0
2021,PRESEASON WEEK 2,FINAL,Saturday,August 21st,IND,12.0,MIN,10.0
2021,PRESEASON WEEK 2,FINAL,Saturday,August 21st,HOU,20.0,DAL,14.0
2021,PRESEASON WEEK 2,FINAL,Saturday,August 21st,LV,17.0,LAR,16.0
2021,PRESEASON WEEK 2,FINAL,Saturday,August 21st,DEN,30.0,SEA,3.0
2021,PRESEASON WEEK 2,FINAL,Sunday,August 22nd,NYG,13.0,CLE,17.0
2021,PRESEASON WEEK 2,FINAL,Sunday,August 22nd,SF,15.0,LAC,10.0
2021,PRESEASON WEEK 2,FINAL,Monday,August 23rd,JAX,21.0,NO,23.0
2021,PRESEASON WEEK 3,FINAL,Friday,August 27th,IND,27.0,DET,17.0
2021,PRESEASON WEEK 3,FINAL,Friday,August 27th,PIT,9.0,CAR,34.0
2021,PRESEASON WEEK 3,FINAL,Friday,August 27th,PHI,31.0,NYJ,31.0
2021,PRESEASON WEEK 3,FINAL,Friday,August 27th,MIN,25.0,KC,28.0
2021,PRESEASON WEEK 3,TBD,Saturday,August 28th,ARI,,NO,
2021,PRESEASON WEEK 3,FINAL,Saturday,August 28th,GB,0.0,BUF,19.0
2021,PRESEASON WEEK 3,FINAL,Saturday,August 28th,BAL,37.0,WAS,3.0
2021,PRESEASON WEEK 3,FINAL,Saturday,August 28th,CHI,27.0,TEN,24.0
2021,PRESEASON WEEK 3,FINAL,Saturday,August 28th,TB,23.0,HOU,16.0
2021,PRESEASON WEEK 3,FINAL,Saturday,August 28th,LAR,12.0,DEN,17.0
2021,PRESEASON WEEK 3,FINAL,Saturday,August 28th,LAC,0.0,SEA,27.0
2021,PRESEASON WEEK 3,FINAL,Sunday,August 29th,JAX,34.0,DAL,14.0
2021,PRESEASON WEEK 3,FINAL,Sunday,August 29th,MIA,29.0,CIN,26.0
2021,PRESEASON WEEK 3,FINAL,Sunday,August 29th,LV,10.0,SF,34.0
2021,PRESEASON WEEK 3,FINAL,Sunday,August 29th,NE,22.0,NYG,20.0
2021,PRESEASON WEEK 3,FINAL,Sunday,August 29th,CLE,19.0,ATL,10.0
2021,WEEK 1,FINAL,Sunday Night Football,September 9th,DAL,29.0,TB,31.0
2021,WEEK 1,FINAL,Sunday,September 12th,JAX,21.0,HOU,37.0
2021,WEEK 1,FINAL,Sunday,September 12th,LAC,20.0,WAS,16.0
2021,WEEK 1,FINAL,Sunday,September 12th,SEA,28.0,IND,16.0
2021,WEEK 1,FINAL,Sunday,September 12th,NYJ,14.0,CAR,19.0
2021,WEEK 1,FINAL,Sunday,September 12th,MIN,24.0,CIN,27.0
2021,WEEK 1,FINAL,Sunday,September 12th,ARI,38.0,TEN,13.0
