Season,Week,GameStatus,GameSlot,GameDate,AwayTeam,AwayScore,HomeTeam,HomeScore
2012,HALL OF FAME,FINAL,Sunday,August 5th,ARI,10.0,NO,17.0
2012,PRESEASON WEEK 1,FINAL,Thursday,August 9th,WAS,7.0,BUF,6.0
2012,PRESEASON WEEK 1,FINAL,Thursday,August 9th,BAL,31.0,ATL,17.0
2012,PRESEASON WEEK 1,FINAL,Thursday,August 9th,NO,6.0,NE,7.0
2012,PRESEASON WEEK 1,FINAL,Thursday,August 9th,PIT,23.0,PHI,24.0
2012,PRESEASON WEEK 1,FINAL,Thursday,August 9th,GB,13.0,SD,21.0
2012,PRESEASON WEEK 1,FINAL,Thursday,August 9th,DEN,31.0,CHI,3.0
2012,PRESEASON WEEK 1,FINAL,Friday,August 10th,NYJ,6.0,CIN,17.0
2012,PRESEASON WEEK 1,FINAL,Friday,August 10th,CLE,19.0,DET,17.0
2012,PRESEASON WEEK 1,FINAL,Friday,August 10th,TB,20.0,MIA,7.0
2012,PRESEASON WEEK 1,FINAL,Friday,August 10th,NYG,31.0,JAC,32.0
2012,PRESEASON WEEK 1,FINAL,Friday,August 10th,ARI,17.0,KC,27.0
2012,PRESEASON WEEK 1,FINAL,Friday,August 10th,MIN,6.0,SF,17.0
2012,PRESEASON WEEK 1,FINAL,Saturday,August 11th,HOU,26.0,CAR,13.0
2012,PRESEASON WEEK 1,FINAL,Saturday,August 11th,TEN,17.0,SEA,27.0
2012,PRESEASON WEEK 1,FINAL,Sunday,August 12th,STL,3.0,IND,38.0
2012,PRESEASON WEEK 1,FINAL,Monday,August 13th,DAL,3.0,OAK,0.0
2012,PRESEASON WEEK 2,FINAL,Thursday,August 16th,CIN,24.0,ATL,19.0
2012,PRESEASON WEEK 2,FINAL,Thursday,August 16th,CLE,35.0,GB,10.0
2012,PRESEASON WEEK 2,FINAL,Friday,August 17th,TEN,30.0,TB,7.0
2012,PRESEASON WEEK 2,FINAL,Friday,August 17th,DET,27.0,BAL,12.0
2012,PRESEASON WEEK 2,FINAL,Friday,August 17th,MIA,17.0,CAR,23.0
2012,PRESEASON WEEK 2,FINAL,Friday,August 17th,BUF,14.0,MIN,36.0
2012,PRESEASON WEEK 2,FINAL,Friday,August 17th,JAC,27.0,NO,24.0
2012,PRESEASON WEEK 2,FINAL,Friday,August 17th,OAK,27.0,ARI,31.0
2012,PRESEASON WEEK 2,FINAL,Saturday,August 18th,NYG,26.0,NYJ,3.0
2012,PRESEASON WEEK 2,FINAL,Saturday,August 18th,WAS,31.0,CHI,33.0
2012,PRESEASON WEEK 2,FINAL,Saturday,August 18th,SF,9.0,HOU,20.0
2012,PRESEASON WEEK 2,FINAL,Saturday,August 18th,KC,17.0,STL,31.0
2012,PRESEASON WEEK 2,FINAL,Saturday,August 18th,SEA,30.0,DEN,10.0
2012,PRESEASON WEEK 2,FINAL,Saturday,August 18th,DAL,20.0,SD,28.0
2012,PRESEASON WEEK 2,FINAL,Sunday,August 19th,IND,24.0,PIT,26.0
2012,PRESEASON WEEK 2,FINAL,Monday,August 20th,PHI,27.0,NE,17.0
2012,PRESEASON WEEK 3,FINAL,Thursday,August 23rd,GB,27.0,CIN,13.0
2012,PRESEASON WEEK 3,FINAL,Thursday,August 23rd,JAC,17.0,BAL,48.0
2012,PRESEASON WEEK 3,FINAL,Thursday,August 23rd,ARI,27.0,TEN,32.0
2012,PRESEASON WEEK 3,FINAL,Friday,August 24th,PHI,27.0,CLE,10.0
2012,PRESEASON WEEK 3,FINAL,Friday,August 24th,ATL,23.0,MIA,6.0
2012,PRESEASON WEEK 3,FINAL,Friday,August 24th,NE,28.0,TB,30.0
2012,PRESEASON WEEK 3,FINAL,Friday,August 24th,CHI,20.0,NYG,17.0
2012,PRESEASON WEEK 3,FINAL,Friday,August 24th,SD,12.0,MIN,10.0
