Season,Week,GameSlot,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayStart,PlayTimeFormation,PlayDescription
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,1,New York Giants,0,1,0,Kickoff from NYG 35,,Kickoff,— J.Brown kicks 67 yards from NYG 35 to WAS -2. R.Ross pushed ob at WAS 19 for 21 yards (C.Dahl).
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,1,New York Giants,0,2,0,4 Yard Pass,1st & 10 at WAS 19,14:56 1st Shotgun,— K.Cousins pass short right to J.Reed to WAS 23 for 4 yards (G.Selvie).
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,1,New York Giants,0,3,0,4 Yard Run,2nd & 6 at WAS 23,14:22 1st,— M.Jones up the middle to WAS 27 for 4 yards (K.Wynn).
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,1,New York Giants,0,4,0,-10 Yard Penalty,3rd & 2 at WAS 27,13:48 1st Shotgun,"— K.Cousins pass deep right to C.Thompson pushed ob at NYG 40 for 33 yards (B.Meriweather). PENALTY on WAS-J.Reed, Offensive Pass Interference, 10 yards, enforced at WAS 27 - No Play."
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,1,New York Giants,0,5,0,Pass Incomplete,3rd & 12 at WAS 17,13:19 1st Shotgun,— K.Cousins pass incomplete deep right to C.Thompson.
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,1,New York Giants,0,6,0,Penalty,4th & 12 at WAS 17,13:07 1st,"— T.Way punts 53 yards to NYG 30, Center-N.Sundberg. D.Harris to 50 for 20 yards (J.Jeffcoat). Penalty on NYG-R.Jennings, Running Into the Kicker, offsetting, enforced at WAS 17 - No Play. Penalty on WAS-B.Breeland, Player Out of Bounds on Punt, offsetting."
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,1,New York Giants,0,7,0,Safety,4th & 12 at WAS 17,12:53 1st,"— T.Way punt is BLOCKED by R.Jennings, Center-N.Sundberg, ball out of bounds in End Zone, SAFETY."
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,2,New York Giants,0,1,0,Kickoff from WAS 20,,Kickoff,"— T.Way kicks 50 yards from WAS 20 to NYG 30. D.Harris to 50 for 20 yards (T.Plummer). Return Credited to NYG 43; spot of foul (13 yard return). PENALTY on NYG-M.Herzlich, Offensive Holding, 10 yards, enforced at NYG 43."
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,2,New York Giants,0,2,0,5 Yard Pass,1st & 10 at NYG 33,12:39 1st Shotgun,— E.Manning pass short left to O.Beckham Jr. to NYG 38 for 5 yards (C.Culliver).
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,2,New York Giants,0,3,0,2 Yard Run,2nd & 5 at NYG 38,"12:10 1st No Huddle, Shotgun","— R.Jennings left tackle to NYG 40 for 2 yards (K.Robinson, T.Robinson)."
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,2,New York Giants,0,4,0,4 Yard Run,3rd & 3 at NYG 40,"11:31 1st No Huddle, Shotgun",— S.Vereen left tackle to NYG 44 for 4 yards (W.Compton).
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,2,New York Giants,0,5,0,4 Yard Pass,1st & 10 at NYG 44,"10:53 1st No Huddle, Shotgun",— E.Manning pass short left to L.Donnell to NYG 48 for 4 yards (W.Compton).
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,2,New York Giants,0,6,0,3 Yard Run,2nd & 6 at NYG 48,"10:21 1st No Huddle, Shotgun","— R.Jennings up the middle to WAS 49 for 3 yards (K.Robinson, W.Compton)."
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,2,New York Giants,0,7,0,0 Yard Pass,3rd & 3 at WAS 49,"09:43 1st No Huddle, Shotgun",— E.Manning pass short right to D.Fells to WAS 49 for no gain (K.Robinson).
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,2,New York Giants,0,8,0,Punt,4th & 3 at WAS 49,09:10 1st,"— B.Wing punts 37 yards to WAS 12, Center-Z.DeOssie, fair catch by J.Crowder. PENALTY on WAS-T.Plummer, Offensive Holding, 6 yards, enforced at WAS 12."
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,3,Washington Commanders,0,1,0,3 Yard Run,1st & 10 at WAS 6,09:03 1st,"— A.Morris left tackle to WAS 9 for 3 yards (B.Meriweather, J.Bromley). WAS-S.Lauvao was injured during the play."
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,3,Washington Commanders,0,2,0,Interception,2nd & 7 at WAS 9,08:42 1st,— K.Cousins pass short middle intended for P.Garcon INTERCEPTED by P.Amukamara [D.Kennard] at WAS 20. P.Amukamara to WAS 14 for 6 yards (D.Carrier).
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,4,New York Giants,1,1,0,6 Yard Pass,1st & 10 at WAS 14,08:30 1st Shotgun,— E.Manning pass short middle to O.Beckham Jr. to WAS 8 for 6 yards (D.Goldson).
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,4,New York Giants,1,2,0,7 Yard Pass,2nd & 4 at WAS 8,"07:56 1st No Huddle, Shotgun","— E.Manning pass short right to R.Randle to WAS 1 for 7 yards (D.Hall, K.Robinson)."
2015,WEEK 3,Thursday,September 24th,WAS,NYG,1st Quarter,4,New York Giants,1,3,0,0 Yard Run,1st & 1 at WAS 1,07:18 1st,"— A.Williams left tackle to WAS 1 for no gain (R.Kerrigan, W.Compton)."
