Season,Week,GameStatus,Day,Date,AwayTeam,AwayRecord,AwayScore,AwayWin,HomeTeam,HomeRecord,HomeScore,HomeWin,AwaySeeding,HomeSeeding,PostSeason?
2019,Hall Of Fame,FINAL,THU,08/01,Broncos,1-1,14,1.0,Falcons,0-2,10,0.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Colts,0-2,16,0.0,Bills,2-0,24,1.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Jets,1-1,22,0.0,Giants,2-0,31,1.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Jaguars,0-2,0,0.0,Ravens,2-0,29,1.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Redskins,0-2,10,0.0,Browns,2-0,30,1.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Patriots,2-0,31,1.0,Lions,0-2,3,0.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Falcons,0-3,27,0.0,Dolphins,1-1,34,1.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Titans,1-1,27,1.0,Eagles,1-1,10,0.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Panthers,1-1,23,1.0,Bears,0-2,13,0.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Texans,1-1,26,0.0,Packers,1-1,28,1.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Chargers,0-2,13,0.0,Cardinals,1-1,17,1.0,,,0
2019,Preseason Week 1,FINAL,THU,08/08,Broncos,1-2,14,0.0,Seahawks,1-1,22,1.0,,,0
2019,Preseason Week 1,FINAL,FRI,08/09,Buccaneers,1-1,28,0.0,Steelers,2-0,30,1.0,,,0
2019,Preseason Week 1,FINAL,FRI,08/09,Vikings,2-0,34,1.0,Saints,1-1,25,0.0,,,0
2019,Preseason Week 1,FINAL,SAT,08/10,Bengals,1-1,17,0.0,Chiefs,1-1,38,1.0,,,0
2019,Preseason Week 1,FINAL,SAT,08/10,Rams,0-2,3,0.0,Raiders,2-0,14,1.0,,,0
2019,Preseason Week 1,FINAL,SAT,08/10,Cowboys,1-1,9,0.0,49ers,2-0,17,1.0,,,0
2019,Preseason Week 2,FINAL,THU,08/15,Eagles,1-2,24,1.0,Jaguars,0-3,10,0.0,,,0
