Season,Week,GameStatus,Day,Date,AwayTeam,AwayRecord,AwayScore,AwayWin,HomeTeam,HomeRecord,HomeScore,HomeWin,AwaySeeding,HomeSeeding,PostSeason?
2020,Week 1,FINAL,THU,09/10,Texans,0-1,20,0.0,Chiefs,0-0,34,1.0,,,0
2020,Week 1,FINAL,SUN,09/13,Seahawks,0-0,38,1.0,Falcons,0-1,25,0.0,,,0
2020,Week 1,FINAL,SUN,09/13,Browns,0-1,6,0.0,Ravens,0-0,38,1.0,,,0
2020,Week 1,FINAL,SUN,09/13,Jets,0-0,17,0.0,Bills,1-0,27,1.0,,,0
2020,Week 1,FINAL,SUN,09/13,Raiders,0-0,34,1.0,Panthers,0-0,30,0.0,,,0
2020,Week 1,FINAL,SUN,09/13,Bears,1-0,27,1.0,Lions,0-1,23,0.0,,,0
2020,Week 1,FINAL,SUN,09/13,Colts,0-1,20,0.0,Jaguars,1-0,27,1.0,,,0
2020,Week 1,FINAL,SUN,09/13,Packers,1-0,43,1.0,Vikings,0-1,34,0.0,,,0
2020,Week 1,FINAL,SUN,09/13,Dolphins,0-0,11,0.0,Patriots,0-0,21,1.0,,,0
2020,Week 1,FINAL,SUN,09/13,Eagles,0-0,17,0.0,Football Team,1-0,27,1.0,,,0
2020,Week 1,FINAL,SUN,09/13,Chargers,0-0,16,1.0,Bengals,0-0,13,0.0,,,0
2020,Week 1,FINAL,SUN,09/13,Buccaneers,0-0,23,0.0,Saints,1-0,34,1.0,,,0
2020,Week 1,FINAL,SUN,09/13,Cardinals,0-0,24,1.0,49ers,0-0,20,0.0,,,0
2020,Week 1,FINAL,SUN,09/13,Cowboys,0-0,17,0.0,Rams,0-0,20,1.0,,,0
2020,Week 1,FINAL,MON,09/14,Steelers,1-0,26,1.0,Giants,0-0,16,0.0,,,0
2020,Week 1,FINAL,MON,09/14,Titans,1-0,16,1.0,Broncos,0-0,14,0.0,,,0
2020,Week 2,FINAL,THU,09/17,Bengals,0-2,30,0.0,Browns,1-1,35,1.0,,,0
2020,Week 2,FINAL,SUN,09/20,Giants,0-2,13,0.0,Bears,2-0,17,1.0,,,0
2020,Week 2,FINAL,SUN,09/20,Falcons,0-2,39,0.0,Cowboys,1-1,40,1.0,,,0
2020,Week 2,FINAL,SUN,09/20,Lions,0-2,21,0.0,Packers,2-0,42,1.0,,,0
2020,Week 2,FINAL,SUN,09/20,Vikings,0-2,11,0.0,Colts,1-1,28,1.0,,,0
2020,Week 2,FINAL,SUN,09/20,Bills,2-0,31,1.0,Dolphins,0-2,28,0.0,,,0
2020,Week 2,FINAL,SUN,09/20,49ers,1-1,31,1.0,Jets,0-2,13,0.0,,,0
2020,Week 2,FINAL,SUN,09/20,Rams,2-0,37,1.0,Eagles,0-2,19,0.0,,,0
2020,Week 2,FINAL,SUN,09/20,Broncos,0-2,21,0.0,Steelers,2-0,26,1.0,,,0
2020,Week 2,FINAL,SUN,09/20,Panthers,0-2,17,0.0,Buccaneers,1-1,31,1.0,,,0
2020,Week 2,FINAL,SUN,09/20,Jaguars,1-1,30,0.0,Titans,2-0,33,1.0,,,0
2020,Week 2,FINAL,SUN,09/20,Football Team,1-1,15,0.0,Cardinals,2-0,30,1.0,,,0
2020,Week 2,FINAL,SUN,09/20,Ravens,2-0,33,1.0,Texans,0-2,16,0.0,,,0
2020,Week 2,FINAL,SUN,09/20,Chiefs,2-0,23,1.0,Chargers,1-1,20,0.0,,,0
2020,Week 2,FINAL,SUN,09/20,Patriots,1-1,30,0.0,Seahawks,2-0,35,1.0,,,0
2020,Week 2,FINAL,MON,09/21,Saints,1-1,24,0.0,Raiders,2-0,34,1.0,,,0
2020,Week 3,FINAL,THU,09/24,Dolphins,1-2,31,1.0,Jaguars,1-2,13,0.0,,,0
2020,Week 3,FINAL,SUN,09/27,Bears,3-0,30,1.0,Falcons,0-3,26,0.0,,,0
2020,Week 3,FINAL,SUN,09/27,Rams,2-1,32,0.0,Bills,3-0,35,1.0,,,0
2020,Week 3,FINAL,SUN,09/27,Football Team,1-2,20,0.0,Browns,2-1,34,1.0,,,0
2020,Week 3,FINAL,SUN,09/27,Titans,3-0,31,1.0,Vikings,0-3,30,0.0,,,0
2020,Week 3,FINAL,SUN,09/27,Raiders,2-1,20,0.0,Patriots,2-1,36,1.0,,,0
2020,Week 3,FINAL,SUN,09/27,49ers,2-1,36,1.0,Giants,0-3,9,0.0,,,0
2020,Week 3,FINAL,SUN,09/27,Bengals,0-2-1,23,0.0,Eagles,0-2-1,23,0.0,,,0
2020,Week 3,FINAL,SUN,09/27,Texans,0-3,21,0.0,Steelers,3-0,28,1.0,,,0
2020,Week 3,FINAL,SUN,09/27,Jets,0-3,7,0.0,Colts,2-1,36,1.0,,,0
2020,Week 3,FINAL,SUN,09/27,Panthers,1-2,21,1.0,Chargers,1-2,16,0.0,,,0
2020,Week 3,FINAL,SUN,09/27,Lions,1-2,26,1.0,Cardinals,2-1,23,0.0,,,0
2020,Week 3,FINAL,SUN,09/27,Buccaneers,2-1,28,1.0,Broncos,0-3,10,0.0,,,0
2020,Week 3,FINAL,SUN,09/27,Cowboys,1-2,31,0.0,Seahawks,3-0,38,1.0,,,0
2020,Week 3,FINAL,SUN,09/27,Packers,3-0,37,1.0,Saints,1-2,30,0.0,,,0
